,Mean,Std,Min,Max
MSE_Time,0.39381891091026683,0.094318429925836,0.2861363954095304,0.5739078834364847
PSNR,4.158892166335937,1.040376009149019,2.411578095631152,5.434268981533803
Corr,-0.1759809512201664,0.34772216670002765,-0.6494467323509279,0.5016091448215545
MSE_Freq,0.001173810241643807,0.0015135220052032536,8.664365846167915e-06,0.005070809457373
